year_BE,year_CE,season,province_th,province_en,area_planted_rai,area_harvested_rai,production_ton,yield_planted_kg_rai,yield_harvested_kg_rai,source_file,area_harvested_ha
2566,2023,main,นครราชสีมา,Nakhon Ratchasima,3500514.0,3311435.0,1226539.0,350.0,370.0,2566.pdf,529829.6
2566,2023,main,นครศรีธรรมราช,Nakhon Si Thammarat,162578.0,156372.0,75434.0,464.0,482.0,2566.pdf,25019.52
2566,2023,main,นครสวรรค,Nakhon Sawan,2460176.0,2419128.0,1387671.0,564.0,574.0,2566.pdf,387060.48
2566,2023,main,นนทบุรี,Nonthaburi,81709.0,81635.0,56498.0,691.0,692.0,2566.pdf,13061.6
2566,2023,main,นราธิวาส,Narathiwat,29484.0,29322.0,13601.0,461.0,464.0,2566.pdf,4691.52
2566,2023,main,นาน,Nan,342059.0,341134.0,173168.0,506.0,508.0,2566.pdf,54581.44
2566,2023,main,บึงกาฬ,Bueng Kan,475558.0,452390.0,146378.0,308.0,324.0,2566.pdf,72382.4
2566,2023,main,บุรีรัมย,Buri Ram,2956900.0,2871118.0,1060889.0,359.0,370.0,2566.pdf,459378.88
2566,2023,main,ปตตานี,Pattani,65062.0,63299.0,25519.0,392.0,403.0,2566.pdf,10127.84
2566,2023,main,ปทุมธานี,Pathum Thani,293577.0,293083.0,211407.0,720.0,721.0,2566.pdf,46893.28
2566,2023,main,ประจวบคีรีขันธ,Prachuap Khiri Khan,9342.0,8760.0,4808.0,515.0,549.0,2566.pdf,1401.6
2566,2023,main,ปราจีนบุรี,Prachin Buri,430329.0,424602.0,165841.0,385.0,391.0,2566.pdf,67936.32
2566,2023,main,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,821863.0,819874.0,548636.0,668.0,669.0,2566.pdf,131179.84
2566,2023,main,พะเยา,Phayao,624263.0,622693.0,299640.0,480.0,481.0,2566.pdf,99630.88
2566,2023,main,พังงา,Phang Nga,1932.0,1932.0,656.0,340.0,340.0,2566.pdf,309.12
2566,2023,main,พัทลงุ,Phatthalung,110211.0,108986.0,50457.0,458.0,463.0,2566.pdf,17437.76
2566,2023,main,พิจิตร,Phichit,1798874.0,1773544.0,1059532.0,589.0,597.0,2566.pdf,283767.04
2566,2023,main,พิษณุโลก,Phitsanulok,1464948.0,1448354.0,851112.0,581.0,588.0,2566.pdf,231736.64
2566,2023,main,ภาคใต,ภาคใต,596754.0,581939.0,274135.0,459.0,471.0,2566.pdf,93110.24
2566,2023,main,มหาสารคาม,Maha Sarakham,2108431.0,2030492.0,730671.0,347.0,360.0,2566.pdf,324878.72
2566,2023,main,มุกดาหาร,Mukdahan,454754.0,451466.0,184723.0,406.0,409.0,2566.pdf,72234.56
2566,2023,main,ยะลา,Yala,19162.0,19012.0,6657.0,347.0,350.0,2566.pdf,3041.92
2566,2023,main,ยโสธร,Yasothon,1358601.0,1226150.0,464925.0,342.0,379.0,2566.pdf,196184.0
2566,2023,main,รอยเอ็ด,Roi Et,3074106.0,2882260.0,994627.0,324.0,345.0,2566.pdf,461161.6
2566,2023,main,ระนอง,Ranong,446.0,446.0,164.0,368.0,368.0,2566.pdf,71.36
2566,2023,main,ระยอง,Rayong,9030.0,8984.0,4473.0,495.0,498.0,2566.pdf,1437.44
2566,2023,main,ราชบุรี,Ratchaburi,210734.0,209392.0,145678.0,691.0,696.0,2566.pdf,33502.72
2566,2023,main,ลพบุรี,Lopburi,806324.0,799053.0,404170.0,501.0,506.0,2566.pdf,127848.48
2566,2023,main,ลําปาง,Lampang,433888.0,428853.0,221203.0,510.0,516.0,2566.pdf,68616.48
2566,2023,main,ลําพูน,Lamphun,96093.0,95928.0,58458.0,608.0,609.0,2566.pdf,15348.48
2566,2023,main,ศรีสะเกษ,Si Sa Ket,3016473.0,3000894.0,1084041.0,359.0,361.0,2566.pdf,480143.04
2566,2023,main,สกลนคร,Sakon Nakhon,2134741.0,2078552.0,717351.0,336.0,345.0,2566.pdf,332568.32
2566,2023,main,สงขลา,Songkhla,160829.0,155549.0,85217.0,530.0,548.0,2566.pdf,24887.84
2566,2023,main,สตูล,Satun,14502.0,14502.0,5784.0,399.0,399.0,2566.pdf,2320.32
2566,2023,main,สมุทรปราการ,Samut Prakan,17804.0,17733.0,13228.0,743.0,746.0,2566.pdf,2837.28
2566,2023,main,สมุทรสงคราม,Samut Songkhram,1769.0,1769.0,1242.0,702.0,702.0,2566.pdf,283.04
2566,2023,main,สมุทรสาคร,Samut Sakhon,3744.0,3719.0,2628.0,702.0,707.0,2566.pdf,595.04
2566,2023,main,สระบุรี,Saraburi,315435.0,313703.0,202466.0,642.0,645.0,2566.pdf,50192.48
2566,2023,main,สระแกว,Sa Kaeo,753226.0,726861.0,225873.0,300.0,311.0,2566.pdf,116297.76
2566,2023,main,สิงหบุรี,Sing Buri,394479.0,393328.0,279787.0,709.0,711.0,2566.pdf,62932.48
2566,2023,main,สุพรรณบุรี,Suphan Buri,1253182.0,1247577.0,860507.0,687.0,690.0,2566.pdf,199612.32
2566,2023,main,สุรนิ ทร,Surin,3116731.0,3105815.0,1190595.0,382.0,383.0,2566.pdf,496930.4
2566,2023,main,สุราษฎรธานี,Surat Thani,14815.0,14806.0,4476.0,302.0,302.0,2566.pdf,2368.96
2566,2023,main,สุโขทัย,Sukhothai,1173680.0,1120600.0,645202.0,550.0,576.0,2566.pdf,179296.0
2566,2023,main,หนองคาย,Nong Khai,593360.0,586113.0,218357.0,368.0,373.0,2566.pdf,93778.08
2566,2023,main,หนองบัวลําภู,Nong Bua Lamphu,733706.0,706706.0,257674.0,351.0,365.0,2566.pdf,113072.96
2566,2023,main,อางทอง,Ang Thong,346470.0,345119.0,242383.0,700.0,702.0,2566.pdf,55219.04
2566,2023,main,อุดรธานี,Udon Thani,2007912.0,1967814.0,715196.0,356.0,363.0,2566.pdf,314850.24
2566,2023,main,อุตรดิตถ,Uttaradit,622757.0,610250.0,362369.0,582.0,594.0,2566.pdf,97640.0
